laus_code,state_fips_code,county_fips_code,county_state,year,labor_force,employed,unemployed,unemployment_rate
CN2905700000000,29,57,"Dade , MO",2006,"3,880","3,699",181,4.7
CN2905900000000,29,59,"Dallas , MO",2006,"7,579","7,191",388,5.1
CN2906100000000,29,61,"Daviess , MO",2006,"4,097","3,916",181,4.4
CN2906300000000,29,63,"DeKalb , MO",2006,"5,196","4,918",278,5.4
CN2906500000000,29,65,"Dent , MO",2006,"6,660","6,269",391,5.9
CN2906700000000,29,67,"Douglas , MO",2006,"6,006","5,685",321,5.3
CN2906900000000,29,69,"Dunklin , MO",2006,"14,572","13,545","1,027",7
CN2907100000000,29,71,"Franklin , MO",2006,"52,801","50,008","2,793",5.3
CN2907300000000,29,73,"Gasconade , MO",2006,"8,174","7,731",443,5.4
CN2907500000000,29,75,"Gentry , MO",2006,"3,395","3,258",137,4
CN2907700000000,29,77,"Greene , MO",2006,"139,277","134,046","5,231",3.8
CN2907900000000,29,79,"Grundy , MO",2006,"4,854","4,633",221,4.6
CN2908100000000,29,81,"Harrison , MO",2006,"4,584","4,372",212,4.6
CN2908300000000,29,83,"Henry , MO",2006,"10,870","10,314",556,5.1
CN2908500000000,29,85,"Hickory , MO",2006,"3,410","3,174",236,6.9
CN2908700000000,29,87,"Holt , MO",2006,"2,706","2,598",108,4
CN2908900000000,29,89,"Howard , MO",2006,"5,379","5,140",239,4.4
CN2909100000000,29,91,"Howell , MO",2006,"20,009","19,170",839,4.2
CN2909300000000,29,93,"Iron , MO",2006,"5,014","4,741",273,5.4
CN2909500000000,29,95,"Jackson , MO",2006,"335,295","316,140","19,155",5.7
CN2909700000000,29,97,"Jasper , MO",2006,"55,703","53,329","2,374",4.3
CN2909900000000,29,99,"Jefferson , MO",2006,"116,819","111,115","5,704",4.9
CN2910100000000,29,101,"Johnson , MO",2006,"26,577","25,517","1,060",4
CN2910300000000,29,103,"Knox , MO",2006,"2,357","2,265",92,3.9
CN2910500000000,29,105,"Laclede , MO",2006,"17,611","16,780",831,4.7
CN2910700000000,29,107,"Lafayette , MO",2006,"16,673","15,873",800,4.8
CN2910900000000,29,109,"Lawrence , MO",2006,"19,294","18,545",749,3.9
CN2911100000000,29,111,"Lewis , MO",2006,"5,802","5,586",216,3.7
CN2911300000000,29,113,"Lincoln , MO",2006,"25,735","24,382","1,353",5.3
CN2911500000000,29,115,"Linn , MO",2006,"6,598","6,170",428,6.5
CN2911700000000,29,117,"Livingston , MO",2006,"7,100","6,797",303,4.3
CN2911900000000,29,119,"McDonald , MO",2006,"11,914","11,453",461,3.9
CN2912100000000,29,121,"Macon , MO",2006,"8,288","7,889",399,4.8
CN2912300000000,29,123,"Madison , MO",2006,"6,024","5,702",322,5.3
CN2912500000000,29,125,"Maries , MO",2006,"4,868","4,650",218,4.5
CN2912700000000,29,127,"Marion , MO",2006,"14,478","13,769",709,4.9
CN2912900000000,29,129,"Mercer , MO",2006,"1,850","1,771",79,4.3
CN2913100000000,29,131,"Miller , MO",2006,"13,562","12,859",703,5.2
CN2913300000000,29,133,"Mississippi , MO",2006,"5,924","5,545",379,6.4
CN2913500000000,29,135,"Moniteau , MO",2006,"7,472","7,125",347,4.6
CN2913700000000,29,137,"Monroe , MO",2006,"4,409","4,171",238,5.4
CN2913900000000,29,139,"Montgomery , MO",2006,"6,292","5,950",342,5.4
CN2914100000000,29,141,"Morgan , MO",2006,"9,554","8,922",632,6.6
CN2914300000000,29,143,"New Madrid , MO",2006,"8,736","8,176",560,6.4
CN2914500000000,29,145,"Newton , MO",2006,"28,111","26,842","1,269",4.5
CN2914700000000,29,147,"Nodaway , MO",2006,"12,618","12,193",425,3.4
CN2914900000000,29,149,"Oregon , MO",2006,"4,371","4,158",213,4.9
CN2915100000000,29,151,"Osage , MO",2006,"7,438","7,097",341,4.6
CN2915300000000,29,153,"Ozark , MO",2006,"4,461","4,253",208,4.7
CN2915500000000,29,155,"Pemiscot , MO",2006,"8,164","7,625",539,6.6
CN2915700000000,29,157,"Perry , MO",2006,"10,506","10,140",366,3.5
CN2915900000000,29,159,"Pettis , MO",2006,"20,699","19,653","1,046",5.1
CN2916100000000,29,161,"Phelps , MO",2006,"22,495","21,522",973,4.3
CN2916300000000,29,163,"Pike , MO",2006,"8,969","8,509",460,5.1
CN2916500000000,29,165,"Platte , MO",2006,"47,736","45,849","1,887",4
CN2916700000000,29,167,"Polk , MO",2006,"14,309","13,677",632,4.4
CN2916900000000,29,169,"Pulaski , MO",2006,"18,565","17,674",891,4.8
CN2917100000000,29,171,"Putnam , MO",2006,"2,557","2,431",126,4.9
CN2917300000000,29,173,"Ralls , MO",2006,"5,636","5,360",276,4.9
CN2917500000000,29,175,"Randolph , MO",2006,"13,189","12,543",646,4.9
CN2917700000000,29,177,"Ray , MO",2006,"11,737","11,127",610,5.2
CN2917900000000,29,179,"Reynolds , MO",2006,"2,552","2,379",173,6.8
CN2918100000000,29,181,"Ripley , MO",2006,"6,654","6,274",380,5.7
CN2918300000000,29,183,"St. Charles , MO",2006,"190,749","183,305","7,444",3.9
CN2918500000000,29,185,"St. Clair , MO",2006,"4,373","4,127",246,5.6
CN2918600000000,29,186,"Ste. Genevieve , MO",2006,"9,860","9,407",453,4.6
CN2918700000000,29,187,"St. Francois , MO",2006,"28,365","26,702","1,663",5.9
CN2918900000000,29,189,"St. Louis , MO",2006,"531,639","506,604","25,035",4.7
CN2919500000000,29,195,"Saline , MO",2006,"11,984","11,439",545,4.5
CN2919700000000,29,197,"Schuyler , MO",2006,"2,308","2,188",120,5.2
CN2919900000000,29,199,"Scotland , MO",2006,"2,481","2,375",106,4.3
CN2920100000000,29,201,"Scott , MO",2006,"20,503","19,422","1,081",5.3
CN2920300000000,29,203,"Shannon , MO",2006,"3,765","3,519",246,6.5
CN2920500000000,29,205,"Shelby , MO",2006,"3,236","3,068",168,5.2
CN2920700000000,29,207,"Stoddard , MO",2006,"15,893","15,000",893,5.6
CN2920900000000,29,209,"Stone , MO",2006,"16,373","15,281","1,092",6.7
CN2921100000000,29,211,"Sullivan , MO",2006,"3,372","3,188",184,5.5
CN2921300000000,29,213,"Taney , MO",2006,"26,325","24,500","1,825",6.9
CN2921500000000,29,215,"Texas , MO",2006,"10,723","10,145",578,5.4
CN2921700000000,29,217,"Vernon , MO",2006,"10,176","9,730",446,4.4
CN2921900000000,29,219,"Warren , MO",2006,"15,848","15,004",844,5.3
CN2922100000000,29,221,"Washington , MO",2006,"10,004","9,201",803,8
CN2922300000000,29,223,"Wayne , MO",2006,"5,745","5,382",363,6.3
CN2922500000000,29,225,"Webster , MO",2006,"17,078","16,353",725,4.2
CN2922700000000,29,227,"Worth , MO",2006,"1,165","1,120",45,3.9
CN2922900000000,29,229,"Wright , MO",2006,"8,209","7,790",419,5.1
CN2951000000000,29,510,"St. Louis city, MO",2006,"156,927","146,090","10,837",6.9
CN3000100000000,30,1,"Beaverhead , MT",2006,"5,053","4,900",153,3
CN3000300000000,30,3,"Big Horn , MT",2006,"4,999","4,655",344,6.9
CN3000500000000,30,5,"Blaine , MT",2006,"2,812","2,716",96,3.4
CN3000700000000,30,7,"Broadwater , MT",2006,"2,297","2,222",75,3.3
CN3000900000000,30,9,"Carbon , MT",2006,"5,390","5,227",163,3
CN3001100000000,30,11,"Carter , MT",2006,667,643,24,3.6
CN3001300000000,30,13,"Cascade , MT",2006,"39,435","38,102","1,333",3.4
CN3001500000000,30,15,"Chouteau , MT",2006,"2,578","2,505",73,2.8
CN3001700000000,30,17,"Custer , MT",2006,"5,693","5,508",185,3.2
CN3001900000000,30,19,"Daniels , MT",2006,758,734,24,3.2
CN3002100000000,30,21,"Dawson , MT",2006,"4,156","4,034",122,2.9
CN3002300000000,30,23,"Deer Lodge , MT",2006,"3,893","3,701",192,4.9
CN3002500000000,30,25,"Fallon , MT",2006,"1,767","1,732",35,2
CN3002700000000,30,27,"Fergus , MT",2006,"5,745","5,505",240,4.2
CN3002900000000,30,29,"Flathead , MT",2006,"44,224","42,504","1,720",3.9
CN3003100000000,30,31,"Gallatin , MT",2006,"49,210","48,009","1,201",2.4
CN3003300000000,30,33,"Garfield , MT",2006,638,615,23,3.6
CN3003500000000,30,35,"Glacier , MT",2006,"5,981","5,575",406,6.8
CN3003700000000,30,37,"Golden Valley , MT",2006,529,509,20,3.8
CN3003900000000,30,39,"Granite , MT",2006,"1,246","1,190",56,4.5
CN3004100000000,30,41,"Hill , MT",2006,"7,904","7,597",307,3.9
CN3004300000000,30,43,"Jefferson , MT",2006,"5,739","5,531",208,3.6
CN3004500000000,30,45,"Judith Basin , MT",2006,"1,042","1,006",36,3.5
CN3004700000000,30,47,"Lake , MT",2006,"11,509","10,947",562,4.9
CN3004900000000,30,49,"Lewis and Clark , MT",2006,"31,787","30,763","1,024",3.2
CN3005100000000,30,51,"Liberty , MT",2006,824,798,26,3.2
CN3005300000000,30,53,"Lincoln , MT",2006,"7,722","7,193",529,6.9
CN3005500000000,30,55,"McCone , MT",2006,994,968,26,2.6
CN3005700000000,30,57,"Madison , MT",2006,"4,089","3,962",127,3.1
CN3005900000000,30,59,"Meagher , MT",2006,904,864,40,4.4
CN3006100000000,30,61,"Mineral , MT",2006,"1,956","1,859",97,5
CN3006300000000,30,63,"Missoula , MT",2006,"58,662","56,793","1,869",3.2
CN3006500000000,30,65,"Musselshell , MT",2006,"2,076","1,992",84,4
CN3006700000000,30,67,"Park , MT",2006,"9,235","8,930",305,3.3
CN3006900000000,30,69,"Petroleum , MT",2006,225,215,10,4.4
CN3007100000000,30,71,"Phillips , MT",2006,"2,068","1,989",79,3.8
CN3007300000000,30,73,"Pondera , MT",2006,"2,738","2,628",110,4
CN3007500000000,30,75,"Powder River , MT",2006,896,867,29,3.2
CN3007700000000,30,77,"Powell , MT",2006,"2,662","2,527",135,5.1
CN3007900000000,30,79,"Prairie , MT",2006,549,527,22,4
CN3008100000000,30,81,"Ravalli , MT",2006,"18,645","17,855",790,4.2
CN3008300000000,30,83,"Richland , MT",2006,"5,107","4,968",139,2.7
CN3008500000000,30,85,"Roosevelt , MT",2006,"3,891","3,655",236,6.1
CN3008700000000,30,87,"Rosebud , MT",2006,"3,864","3,648",216,5.6
CN3008900000000,30,89,"Sanders , MT",2006,"4,659","4,413",246,5.3
CN3009100000000,30,91,"Sheridan , MT",2006,"1,714","1,662",52,3
CN3009300000000,30,93,"Silver Bow , MT",2006,"17,291","16,641",650,3.8
CN3009500000000,30,95,"Stillwater , MT",2006,"4,435","4,309",126,2.8
CN3009700000000,30,97,"Sweet Grass , MT",2006,"2,816","2,767",49,1.7
CN3009900000000,30,99,"Teton , MT",2006,"3,024","2,929",95,3.1
CN3010100000000,30,101,"Toole , MT",2006,"2,479","2,410",69,2.8
CN3010300000000,30,103,"Treasure , MT",2006,396,383,13,3.3
CN3010500000000,30,105,"Valley , MT",2006,"3,577","3,459",118,3.3
CN3010700000000,30,107,"Wheatland , MT",2006,"1,009",979,30,3
CN3010900000000,30,109,"Wibaux , MT",2006,497,483,14,2.8
CN3011100000000,30,111,"Yellowstone , MT",2006,"79,565","77,278","2,287",2.9
CN3100100000000,31,1,"Adams , NE",2006,"16,764","16,274",490,2.9
CN3100300000000,31,3,"Antelope , NE",2006,"3,759","3,652",107,2.8
CN3100500000000,31,5,"Arthur , NE",2006,254,245,9,3.5
CN3100700000000,31,7,"Banner , NE",2006,418,408,10,2.4
CN3100900000000,31,9,"Blaine , NE",2006,270,262,8,3
CN3101100000000,31,11,"Boone , NE",2006,"3,164","3,083",81,2.6
CN3101300000000,31,13,"Box Butte , NE",2006,"5,527","5,358",169,3.1
CN3101500000000,31,15,"Boyd , NE",2006,"1,118","1,082",36,3.2
CN3101700000000,31,17,"Brown , NE",2006,"1,903","1,848",55,2.9
CN3101900000000,31,19,"Buffalo , NE",2006,"27,455","26,831",624,2.3
CN3102100000000,31,21,"Burt , NE",2006,"3,894","3,734",160,4.1
CN3102300000000,31,23,"Butler , NE",2006,"4,730","4,601",129,2.7
CN3102500000000,31,25,"Cass , NE",2006,"13,988","13,516",472,3.4
CN3102700000000,31,27,"Cedar , NE",2006,"4,908","4,794",114,2.3
CN3102900000000,31,29,"Chase , NE",2006,"2,099","2,048",51,2.4
CN3103100000000,31,31,"Cherry , NE",2006,"3,620","3,539",81,2.2
CN3103300000000,31,33,"Cheyenne , NE",2006,"5,204","5,080",124,2.4
CN3103500000000,31,35,"Clay , NE",2006,"3,095","3,001",94,3
CN3103700000000,31,37,"Colfax , NE",2006,"5,699","5,566",133,2.3
CN3103900000000,31,39,"Cuming , NE",2006,"5,059","4,904",155,3.1
CN3104100000000,31,41,"Custer , NE",2006,"6,131","5,984",147,2.4
CN3104300000000,31,43,"Dakota , NE",2006,"10,609","10,179",430,4.1
CN3104500000000,31,45,"Dawes , NE",2006,"4,661","4,528",133,2.9
CN3104700000000,31,47,"Dawson , NE",2006,"12,401","12,005",396,3.2
CN3104900000000,31,49,"Deuel , NE",2006,"1,069","1,040",29,2.7
CN3105100000000,31,51,"Dixon , NE",2006,"3,134","3,036",98,3.1
CN3105300000000,31,53,"Dodge , NE",2006,"19,648","18,963",685,3.5
CN3105500000000,31,55,"Douglas , NE",2006,"265,341","256,013","9,328",3.5
CN3105700000000,31,57,"Dundy , NE",2006,"1,034","1,001",33,3.2
CN3105900000000,31,59,"Fillmore , NE",2006,"3,303","3,214",89,2.7
CN3106100000000,31,61,"Franklin , NE",2006,"1,852","1,794",58,3.1
CN3106300000000,31,63,"Frontier , NE",2006,"1,768","1,729",39,2.2
CN3106500000000,31,65,"Furnas , NE",2006,"2,476","2,402",74,3
CN3106700000000,31,67,"Gage , NE",2006,"12,666","12,191",475,3.8
CN3106900000000,31,69,"Garden , NE",2006,"1,015",985,30,3
CN3107100000000,31,71,"Garfield , NE",2006,"1,050","1,023",27,2.6
CN3107300000000,31,73,"Gosper , NE",2006,"1,036","1,006",30,2.9
CN3107500000000,31,75,"Grant , NE",2006,411,402,9,2.2
CN3107700000000,31,77,"Greeley , NE",2006,"1,339","1,299",40,3
CN3107900000000,31,79,"Hall , NE",2006,"30,397","29,451",946,3.1
CN3108100000000,31,81,"Hamilton , NE",2006,"5,421","5,299",122,2.3
CN3108300000000,31,83,"Harlan , NE",2006,"1,790","1,744",46,2.6
CN3108500000000,31,85,"Hayes , NE",2006,496,480,16,3.2
CN3108700000000,31,87,"Hitchcock , NE",2006,"1,484","1,432",52,3.5
CN3108900000000,31,89,"Holt , NE",2006,"6,157","5,989",168,2.7
CN3109100000000,31,91,"Hooker , NE",2006,500,486,14,2.8
CN3109300000000,31,93,"Howard , NE",2006,"3,707","3,601",106,2.9
CN3109500000000,31,95,"Jefferson , NE",2006,"4,375","4,233",142,3.2
CN3109700000000,31,97,"Johnson , NE",2006,"3,214","3,115",99,3.1
CN3109900000000,31,99,"Kearney , NE",2006,"3,875","3,785",90,2.3
CN3110100000000,31,101,"Keith , NE",2006,"4,740","4,617",123,2.6
CN3110300000000,31,103,"Keya Paha , NE",2006,427,414,13,3
CN3110500000000,31,105,"Kimball , NE",2006,"2,020","1,965",55,2.7
CN3110700000000,31,107,"Knox , NE",2006,"4,804","4,658",146,3
CN3110900000000,31,109,"Lancaster , NE",2006,"155,780","151,362","4,418",2.8
CN3111100000000,31,111,"Lincoln , NE",2006,"21,171","20,575",596,2.8
CN3111300000000,31,113,"Logan , NE",2006,452,442,10,2.2
CN3111500000000,31,115,"Loup , NE",2006,354,341,13,3.7
CN3111700000000,31,117,"McPherson , NE",2006,287,281,6,2.1
CN3111900000000,31,119,"Madison , NE",2006,"19,289","18,569",720,3.7
CN3112100000000,31,121,"Merrick , NE",2006,"4,262","4,109",153,3.6
CN3112300000000,31,123,"Morrill , NE",2006,"2,797","2,724",73,2.6
CN3112500000000,31,125,"Nance , NE",2006,"2,010","1,952",58,2.9
CN3112700000000,31,127,"Nemaha , NE",2006,"3,551","3,407",144,4.1
CN3112900000000,31,129,"Nuckolls , NE",2006,"2,338","2,274",64,2.7
CN3113100000000,31,131,"Otoe , NE",2006,"8,728","8,444",284,3.3
CN3113300000000,31,133,"Pawnee , NE",2006,"1,622","1,572",50,3.1
CN3113500000000,31,135,"Perkins , NE",2006,"1,582","1,547",35,2.2
CN3113700000000,31,137,"Phelps , NE",2006,"5,175","5,057",118,2.3
CN3113900000000,31,139,"Pierce , NE",2006,"4,047","3,928",119,2.9
CN3114100000000,31,141,"Platte , NE",2006,"17,596","17,103",493,2.8
CN3114300000000,31,143,"Polk , NE",2006,"3,045","2,961",84,2.8
CN3114500000000,31,145,"Red Willow , NE",2006,"5,949","5,788",161,2.7
CN3114700000000,31,147,"Richardson , NE",2006,"4,361","4,182",179,4.1
CN3114900000000,31,149,"Rock , NE",2006,950,928,22,2.3
CN3115100000000,31,151,"Saline , NE",2006,"8,176","7,952",224,2.7
CN3115300000000,31,153,"Sarpy , NE",2006,"74,097","71,915","2,182",2.9
CN3115500000000,31,155,"Saunders , NE",2006,"10,958","10,622",336,3.1
CN3115700000000,31,157,"Scotts Bluff , NE",2006,"19,026","18,389",637,3.3
CN3115900000000,31,159,"Seward , NE",2006,"9,234","8,983",251,2.7
CN3116100000000,31,161,"Sheridan , NE",2006,"3,238","3,152",86,2.7
CN3116300000000,31,163,"Sherman , NE",2006,"1,878","1,825",53,2.8
CN3116500000000,31,165,"Sioux , NE",2006,746,725,21,2.8
CN3116700000000,31,167,"Stanton , NE",2006,"3,605","3,494",111,3.1
CN3116900000000,31,169,"Thayer , NE",2006,"2,899","2,825",74,2.6
CN3117100000000,31,171,"Thomas , NE",2006,393,380,13,3.3
CN3117300000000,31,173,"Thurston , NE",2006,"3,006","2,800",206,6.9
CN3117500000000,31,175,"Valley , NE",2006,"2,564","2,500",64,2.5
CN3117700000000,31,177,"Washington , NE",2006,"11,233","10,911",322,2.9
CN3117900000000,31,179,"Wayne , NE",2006,"5,451","5,312",139,2.5
CN3118100000000,31,181,"Webster , NE",2006,"1,990","1,939",51,2.6
CN3118300000000,31,183,"Wheeler , NE",2006,452,441,11,2.4
CN3118500000000,31,185,"York , NE",2006,"8,489","8,281",208,2.5
CN3200100000000,32,1,"Churchill , NV",2006,"12,789","12,255",534,4.2
CN3200300000000,32,3,"Clark , NV",2006,"917,900","881,109","36,791",4
CN3200500000000,32,5,"Douglas , NV",2006,"22,270","21,256","1,014",4.6
CN3200700000000,32,7,"Elko , NV",2006,"24,686","23,840",846,3.4
CN3200900000000,32,9,"Esmeralda , NV",2006,468,449,19,4.1
CN3201100000000,32,11,"Eureka , NV",2006,710,684,26,3.7
CN3201300000000,32,13,"Humboldt , NV",2006,"8,074","7,782",292,3.6
CN3201500000000,32,15,"Lander , NV",2006,"2,771","2,664",107,3.9
CN3201700000000,32,17,"Lincoln , NV",2006,"1,610","1,537",73,4.5
CN3201900000000,32,19,"Lyon , NV",2006,"21,234","19,971","1,263",5.9
CN3202100000000,32,21,"Mineral , NV",2006,"2,056","1,918",138,6.7
CN3202300000000,32,23,"Nye , NV",2006,"17,175","16,228",947,5.5
CN3202700000000,32,27,"Pershing , NV",2006,"2,442","2,322",120,4.9
CN3202900000000,32,29,"Storey , NV",2006,"2,349","2,251",98,4.2
CN3203100000000,32,31,"Washoe , NV",2006,"216,723","208,382","8,341",3.8
CN3203300000000,32,33,"White Pine , NV",2006,"4,473","4,309",164,3.7
CN3251000000000,32,510,"Carson City, NV",2006,"27,589","26,331","1,258",4.6
CN3300100000000,33,1,"Belknap , NH",2006,"32,515","31,439","1,076",3.3
CN3300300000000,33,3,"Carroll , NH",2006,"25,329","24,507",822,3.2
CN3300500000000,33,5,"Cheshire , NH",2006,"42,483","41,112","1,371",3.2
CN3300700000000,33,7,"Coos , NH",2006,"16,820","16,122",698,4.1
CN3300900000000,33,9,"Grafton , NH",2006,"47,854","46,483","1,371",2.9
CN3301100000000,33,11,"Hillsborough , NH",2006,"226,541","218,494","8,047",3.6
CN3301300000000,33,13,"Merrimack , NH",2006,"79,556","77,069","2,487",3.1
CN3301500000000,33,15,"Rockingham , NH",2006,"171,538","165,095","6,443",3.8
CN3301700000000,33,17,"Strafford , NH",2006,"66,852","64,741","2,111",3.2
CN3301900000000,33,19,"Sullivan , NH",2006,"22,371","21,717",654,2.9
CN3400100000000,34,1,"Atlantic , NJ",2006,"138,555","130,556","7,999",5.8
CN3400300000000,34,3,"Bergen , NJ",2006,"471,181","452,733","18,448",3.9
CN3400500000000,34,5,"Burlington , NJ",2006,"240,366","230,329","10,037",4.2
CN3400700000000,34,7,"Camden , NJ",2006,"265,339","251,306","14,033",5.3
CN3400900000000,34,9,"Cape May , NJ",2006,"57,588","53,574","4,014",7
CN3401100000000,34,11,"Cumberland , NJ",2006,"69,235","64,368","4,867",7
CN3401300000000,34,13,"Essex , NJ",2006,"362,670","341,287","21,383",5.9
CN3401500000000,34,15,"Gloucester , NJ",2006,"152,501","145,254","7,247",4.8
CN3401700000000,34,17,"Hudson , NJ",2006,"288,996","272,886","16,110",5.6
CN3401900000000,34,19,"Hunterdon , NJ",2006,"72,102","69,670","2,432",3.4
CN3402100000000,34,21,"Mercer , NJ",2006,"195,577","187,145","8,432",4.3
CN3402300000000,34,23,"Middlesex , NJ",2006,"420,036","401,589","18,447",4.4
CN3402500000000,34,25,"Monmouth , NJ",2006,"327,654","314,026","13,628",4.2
CN3402700000000,34,27,"Morris , NJ",2006,"271,011","261,872","9,139",3.4
CN3402900000000,34,29,"Ocean , NJ",2006,"255,188","242,397","12,791",5
CN3403100000000,34,31,"Passaic , NJ",2006,"236,210","222,817","13,393",5.7
CN3403300000000,34,33,"Salem , NJ",2006,"31,536","29,932","1,604",5.1
CN3403500000000,34,35,"Somerset , NJ",2006,"179,540","173,281","6,259",3.5
CN3403700000000,34,37,"Sussex , NJ",2006,"84,041","80,543","3,498",4.2
CN3403900000000,34,39,"Union , NJ",2006,"267,378","254,202","13,176",4.9
CN3404100000000,34,41,"Warren , NJ",2006,"59,176","56,718","2,458",4.2
CN3500100000000,35,1,"Bernalillo , NM",2006,"310,792","298,859","11,933",3.8
CN3500300000000,35,3,"Catron , NM",2006,"1,449","1,371",78,5.4
CN3500500000000,35,5,"Chaves , NM",2006,"26,640","25,468","1,172",4.4
CN3500600000000,35,6,"Cibola , NM",2006,"12,093","11,542",551,4.6
CN3500700000000,35,7,"Colfax , NM",2006,"6,535","6,250",285,4.4
CN3500900000000,35,9,"Curry , NM",2006,"20,954","20,234",720,3.4
CN3501100000000,35,11,"De Baca , NM",2006,808,774,34,4.2
CN3501300000000,35,13,"Dona Ana , NM",2006,"85,792","81,800","3,992",4.7
CN3501500000000,35,15,"Eddy , NM",2006,"25,144","24,252",892,3.5
CN3501700000000,35,17,"Grant , NM",2006,"12,231","11,709",522,4.3
CN3501900000000,35,19,"Guadalupe , NM",2006,"1,866","1,767",99,5.3
CN3502100000000,35,21,"Harding , NM",2006,364,349,15,4.1
CN3502300000000,35,23,"Hidalgo , NM",2006,"2,436","2,349",87,3.6
CN3502500000000,35,25,"Lea , NM",2006,"26,605","25,780",825,3.1
CN3502700000000,35,27,"Lincoln , NM",2006,"10,506","10,097",409,3.9
CN3502800000000,35,28,"Los Alamos , NM",2006,"11,107","10,839",268,2.4
CN3502900000000,35,29,"Luna , NM",2006,"12,323","10,991","1,332",10.8
CN3503100000000,35,31,"McKinley , NM",2006,"26,616","25,136","1,480",5.6
CN3503300000000,35,33,"Mora , NM",2006,"2,005","1,830",175,8.7
CN3503500000000,35,35,"Otero , NM",2006,"26,045","24,947","1,098",4.2
CN3503700000000,35,37,"Quay , NM",2006,"3,942","3,760",182,4.6
CN3503900000000,35,39,"Rio Arriba , NM",2006,"20,700","19,670","1,030",5
CN3504100000000,35,41,"Roosevelt , NM",2006,"9,334","9,044",290,3.1
CN3504300000000,35,43,"Sandoval , NM",2006,"52,932","50,664","2,268",4.3
CN3504500000000,35,45,"San Juan , NM",2006,"55,362","52,987","2,375",4.3
CN3504700000000,35,47,"San Miguel , NM",2006,"13,382","12,742",640,4.8
CN3504900000000,35,49,"Santa Fe , NM",2006,"77,340","74,708","2,632",3.4
CN3505100000000,35,51,"Sierra , NM",2006,"5,417","5,178",239,4.4
CN3505300000000,35,53,"Socorro , NM",2006,"9,286","8,944",342,3.7
CN3505500000000,35,55,"Taos , NM",2006,"17,618","16,650",968,5.5
CN3505700000000,35,57,"Torrance , NM",2006,"7,584","7,255",329,4.3
CN3505900000000,35,59,"Union , NM",2006,"1,899","1,842",57,3
CN3506100000000,35,61,"Valencia , NM",2006,"30,991","29,661","1,330",4.3
CN3600100000000,36,1,"Albany , NY",2006,"159,472","153,385","6,087",3.8
CN3600300000000,36,3,"Allegany , NY",2006,"23,521","22,306","1,215",5.2
CN3600500000000,36,5,"Bronx , NY",2006,"505,378","471,748","33,630",6.7
CN3600700000000,36,7,"Broome , NY",2006,"96,998","92,545","4,453",4.6
CN3600900000000,36,9,"Cattaraugus , NY",2006,"41,925","39,788","2,137",5.1
CN3601100000000,36,11,"Cayuga , NY",2006,"41,499","39,566","1,933",4.7
CN3601300000000,36,13,"Chautauqua , NY",2006,"67,135","64,126","3,009",4.5
CN3601500000000,36,15,"Chemung , NY",2006,"40,851","38,879","1,972",4.8
CN3601700000000,36,17,"Chenango , NY",2006,"24,712","23,514","1,198",4.8
CN3601900000000,36,19,"Clinton , NY",2006,"40,064","37,932","2,132",5.3
CN3602100000000,36,21,"Columbia , NY",2006,"32,320","31,135","1,185",3.7
CN3602300000000,36,23,"Cortland , NY",2006,"23,774","22,524","1,250",5.3
CN3602500000000,36,25,"Delaware , NY",2006,"23,509","22,509","1,000",4.3
CN3602700000000,36,27,"Dutchess , NY",2006,"147,568","141,973","5,595",3.8
CN3602900000000,36,29,"Erie , NY",2006,"471,116","448,117","22,999",4.9
CN3603100000000,36,31,"Essex , NY",2006,"18,738","17,703","1,035",5.5
CN3603300000000,36,33,"Franklin , NY",2006,"22,657","21,424","1,233",5.4
CN3603500000000,36,35,"Fulton , NY",2006,"27,426","25,995","1,431",5.2
CN3603700000000,36,37,"Genesee , NY",2006,"33,119","31,613","1,506",4.5
CN3603900000000,36,39,"Greene , NY",2006,"24,099","22,967","1,132",4.7
CN3604100000000,36,41,"Hamilton , NY",2006,"3,119","2,964",155,5
CN3604300000000,36,43,"Herkimer , NY",2006,"31,400","29,856","1,544",4.9
CN3604500000000,36,45,"Jefferson , NY",2006,"48,402","45,771","2,631",5.4
CN3604700000000,36,47,"Kings , NY",2006,"1,073,743","1,016,247","57,496",5.4
CN3604900000000,36,49,"Lewis , NY",2006,"13,042","12,338",704,5.4
CN3605100000000,36,51,"Livingston , NY",2006,"32,877","31,306","1,571",4.8
CN3605300000000,36,53,"Madison , NY",2006,"36,087","34,444","1,643",4.6
CN3605500000000,36,55,"Monroe , NY",2006,"375,168","358,950","16,218",4.3
CN3605700000000,36,57,"Montgomery , NY",2006,"24,963","23,542","1,421",5.7
CN3605900000000,36,59,"Nassau , NY",2006,"696,480","670,604","25,876",3.7
CN3606100000000,36,61,"New York , NY",2006,"909,103","869,930","39,173",4.3
CN3606300000000,36,63,"Niagara , NY",2006,"112,203","106,228","5,975",5.3
CN3606500000000,36,65,"Oneida , NY",2006,"110,879","106,093","4,786",4.3
CN3606700000000,36,67,"Onondaga , NY",2006,"234,218","224,259","9,959",4.3
CN3606900000000,36,69,"Ontario , NY",2006,"56,820","54,357","2,463",4.3
CN3607100000000,36,71,"Orange , NY",2006,"179,908","172,387","7,521",4.2
CN3607300000000,36,73,"Orleans , NY",2006,"19,927","18,811","1,116",5.6
CN3607500000000,36,75,"Oswego , NY",2006,"60,265","56,799","3,466",5.8
CN3607700000000,36,77,"Otsego , NY",2006,"31,984","30,585","1,399",4.4
